gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,math_grade,reading_grade,average_score,average_grade
female,group C,some high school,standard,completed,59,54,67,D,D,60.0,C
male,group A,some college,standard,none,53,43,43,D,E,46.333333333333336,E
female,group A,some college,free/reduced,none,49,65,55,E,C,56.333333333333336,D
female,group D,high school,standard,completed,88,99,100,A,A,95.66666666666667,A
female,group C,high school,standard,none,54,59,62,D,D,58.333333333333336,D
female,group C,some high school,standard,none,63,73,68,C,B,68.0,C
male,group B,associate's degree,standard,completed,65,65,63,C,C,64.33333333333333,C
female,group B,associate's degree,standard,none,82,80,77,A,A,79.66666666666667,B
female,group D,high school,free/reduced,completed,52,57,56,D,D,55.0,D
male,group D,associate's degree,standard,completed,87,84,85,A,A,85.33333333333333,A
female,group D,master's degree,standard,completed,70,71,74,B,B,71.66666666666667,B
male,group E,some college,standard,completed,84,83,78,A,A,81.66666666666667,A
male,group D,associate's degree,standard,none,71,66,60,B,C,65.66666666666667,C
male,group B,some high school,standard,completed,63,67,67,C,C,65.66666666666667,C
female,group C,bachelor's degree,free/reduced,completed,51,72,79,D,B,67.33333333333333,C
male,group E,high school,standard,none,84,73,69,A,B,75.33333333333333,B
male,group C,bachelor's degree,standard,completed,71,74,68,B,B,71.0,B
male,group C,associate's degree,standard,none,74,73,67,B,B,71.33333333333333,B
male,group D,some college,standard,none,68,59,62,C,D,63.0,C
male,group E,high school,free/reduced,completed,57,56,54,D,D,55.666666666666664,D
female,group C,associate's degree,free/reduced,completed,82,93,93,A,A,89.33333333333333,A
female,group D,high school,standard,completed,57,58,64,D,D,59.666666666666664,D
female,group D,master's degree,free/reduced,completed,47,58,67,E,D,57.333333333333336,D
female,group A,some high school,standard,completed,59,85,80,D,A,74.66666666666667,B
male,group B,some college,free/reduced,none,41,39,34,E,F,38.0,F
female,group C,some college,free/reduced,none,62,67,62,C,C,63.666666666666664,C
male,group C,bachelor's degree,standard,none,86,83,86,A,A,85.0,A
male,group C,some high school,free/reduced,none,69,71,65,C,B,68.33333333333333,C
male,group A,some high school,free/reduced,none,65,59,53,C,D,59.0,D
male,group C,some high school,free/reduced,none,68,63,54,C,C,61.666666666666664,C
male,group C,associate's degree,free/reduced,none,64,66,59,C,C,63.0,C
female,group C,high school,standard,none,61,72,70,C,B,67.66666666666667,C
male,group C,high school,standard,none,61,56,55,C,D,57.333333333333336,D
female,group A,some high school,free/reduced,none,47,59,50,E,D,52.0,D
male,group C,some high school,standard,none,73,66,66,B,C,68.33333333333333,C
male,group C,some college,free/reduced,completed,50,48,53,D,E,50.333333333333336,D
male,group D,associate's degree,standard,none,75,68,64,B,C,69.0,C
male,group D,associate's degree,free/reduced,none,75,66,73,B,C,71.33333333333333,B
male,group C,high school,standard,none,70,56,51,B,D,59.0,D
male,group D,some high school,standard,completed,89,88,82,A,A,86.33333333333333,A
female,group C,some college,standard,completed,67,81,79,C,A,75.66666666666667,B
female,group D,high school,standard,none,78,81,80,B,A,79.66666666666667,B
female,group A,some high school,free/reduced,none,59,73,69,D,B,67.0,C
female,group B,associate's degree,standard,none,73,83,76,B,A,77.33333333333333,B
male,group A,some high school,free/reduced,none,79,82,73,B,A,78.0,B
female,group C,some high school,standard,completed,67,74,77,C,B,72.66666666666667,B
male,group D,some college,free/reduced,none,69,66,60,C,C,65.0,C
male,group C,high school,standard,completed,86,81,80,A,A,82.33333333333333,A
male,group B,high school,standard,none,47,46,42,E,E,45.0,E
male,group B,associate's degree,standard,none,81,73,72,A,B,75.33333333333333,B
female,group C,some college,free/reduced,completed,64,85,85,C,A,78.0,B
female,group E,some college,standard,none,100,92,97,A,A,96.33333333333333,A
female,group C,associate's degree,free/reduced,none,65,77,74,C,B,72.0,B
male,group C,some college,free/reduced,none,65,58,49,C,D,57.333333333333336,D
female,group C,associate's degree,free/reduced,none,53,61,62,D,C,58.666666666666664,D
male,group C,bachelor's degree,free/reduced,none,37,56,47,F,D,46.666666666666664,E
female,group D,bachelor's degree,standard,none,79,89,89,B,A,85.66666666666667,A
male,group D,associate's degree,free/reduced,none,53,54,48,D,D,51.666666666666664,D
female,group E,bachelor's degree,standard,none,100,100,100,A,A,100.0,A
male,group B,high school,standard,completed,72,65,68,B,C,68.33333333333333,C
male,group C,bachelor's degree,free/reduced,none,53,58,55,D,D,55.333333333333336,D
male,group B,some college,free/reduced,none,54,54,45,D,D,51.0,D
female,group E,some college,standard,none,71,70,76,B,B,72.33333333333333,B
female,group C,some college,free/reduced,none,77,90,91,B,A,86.0,A
male,group A,bachelor's degree,standard,completed,75,58,62,B,D,65.0,C
female,group C,some college,standard,none,84,87,91,A,A,87.33333333333333,A
female,group D,associate's degree,free/reduced,none,26,31,38,F,F,31.666666666666668,F
male,group A,high school,free/reduced,completed,72,67,65,B,C,68.0,C
female,group A,high school,free/reduced,completed,77,88,85,B,A,83.33333333333333,A
male,group C,some college,standard,none,91,74,76,A,B,80.33333333333333,A
female,group C,associate's degree,standard,completed,83,85,90,A,A,86.0,A
female,group C,high school,standard,none,63,69,74,C,C,68.66666666666667,C
female,group C,associate's degree,standard,completed,68,86,84,C,A,79.33333333333333,B
female,group D,some high school,standard,none,59,67,61,D,C,62.333333333333336,C
female,group B,associate's degree,standard,completed,90,90,91,A,A,90.33333333333333,A
female,group D,bachelor's degree,standard,completed,71,76,83,B,B,76.66666666666667,B
male,group E,bachelor's degree,standard,completed,76,62,66,B,C,68.0,C
male,group D,associate's degree,standard,none,80,68,72,A,C,73.33333333333333,B
female,group D,master's degree,standard,none,55,64,70,D,C,63.0,C
male,group E,associate's degree,standard,none,76,71,67,B,B,71.33333333333333,B
male,group B,high school,standard,completed,73,71,68,B,B,70.66666666666667,B
female,group D,associate's degree,free/reduced,none,52,59,56,D,D,55.666666666666664,D
male,group C,some college,free/reduced,none,68,68,61,C,C,65.66666666666667,C
male,group A,high school,standard,none,59,52,46,D,D,52.333333333333336,D
female,group B,associate's degree,standard,none,49,52,54,E,D,51.666666666666664,D
male,group C,high school,standard,none,70,74,71,B,B,71.66666666666667,B
male,group D,some college,free/reduced,none,61,47,56,C,E,54.666666666666664,D
female,group C,associate's degree,free/reduced,none,60,75,74,C,B,69.66666666666667,C
male,group B,some high school,standard,completed,64,53,57,C,D,58.0,D
male,group A,associate's degree,free/reduced,completed,79,82,82,B,A,81.0,A
female,group A,associate's degree,free/reduced,none,65,85,76,C,A,75.33333333333333,B
female,group C,associate's degree,standard,none,64,64,70,C,C,66.0,C
female,group C,some college,standard,none,83,83,90,A,A,85.33333333333333,A
female,group C,bachelor's degree,standard,none,81,88,90,A,A,86.33333333333333,A
female,group B,high school,standard,none,54,64,68,D,C,62.0,C
male,group D,high school,standard,completed,68,64,66,C,C,66.0,C
female,group C,some college,standard,none,54,48,52,D,E,51.333333333333336,D
female,group D,some college,free/reduced,completed,59,78,76,D,B,71.0,B
female,group B,some high school,standard,none,66,69,68,C,C,67.66666666666667,C
male,group E,some college,standard,none,76,71,72,B,B,73.0,B
female,group D,master's degree,standard,none,74,79,82,B,B,78.33333333333333,B
female,group B,associate's degree,standard,completed,94,87,92,A,A,91.0,A
male,group C,some college,free/reduced,none,63,61,54,C,C,59.333333333333336,D
female,group E,associate's degree,standard,completed,95,89,92,A,A,92.0,A
female,group D,master's degree,free/reduced,none,40,59,54,E,D,51.0,D
female,group B,some high school,standard,none,82,82,80,A,A,81.33333333333333,A
male,group A,high school,standard,none,68,70,66,C,B,68.0,C
male,group B,bachelor's degree,free/reduced,none,55,59,54,D,D,56.0,D
male,group C,master's degree,standard,none,79,78,77,B,B,78.0,B
female,group C,bachelor's degree,standard,none,86,92,87,A,A,88.33333333333333,A
male,group D,some college,standard,none,76,71,73,B,B,73.33333333333333,B
male,group A,some high school,standard,none,64,50,43,C,D,52.333333333333336,D
male,group D,some high school,free/reduced,none,62,49,52,C,E,54.333333333333336,D
female,group B,some high school,standard,completed,54,61,62,D,C,59.0,D
female,group B,master's degree,free/reduced,completed,77,97,94,B,A,89.33333333333333,A
female,group C,some high school,standard,completed,76,87,85,B,A,82.66666666666667,A
female,group D,some college,standard,none,74,89,84,B,A,82.33333333333333,A
female,group E,some college,standard,completed,66,74,73,C,B,71.0,B
female,group D,some high school,standard,completed,66,78,78,C,B,74.0,B
female,group B,high school,free/reduced,completed,67,78,79,C,B,74.66666666666667,B
male,group D,some college,standard,none,71,49,52,B,E,57.333333333333336,D
female,group C,associate's degree,standard,none,91,86,84,A,A,87.0,A
male,group D,bachelor's degree,standard,none,69,58,57,C,D,61.333333333333336,C
male,group C,master's degree,free/reduced,none,54,59,50,D,D,54.333333333333336,D
male,group C,high school,standard,completed,53,52,49,D,D,51.333333333333336,D
male,group E,some college,standard,none,68,60,59,C,C,62.333333333333336,C
male,group C,some high school,free/reduced,completed,56,61,60,D,C,59.0,D
female,group C,high school,free/reduced,none,36,53,43,F,D,44.0,E
female,group D,bachelor's degree,free/reduced,none,29,41,47,F,E,39.0,F
female,group C,associate's degree,standard,none,62,74,70,C,B,68.66666666666667,C
female,group C,associate's degree,standard,completed,68,67,73,C,C,69.33333333333333,C
female,group C,some high school,standard,none,47,54,53,E,D,51.333333333333336,D
male,group E,associate's degree,standard,completed,62,61,58,C,C,60.333333333333336,C
female,group E,associate's degree,standard,completed,79,88,94,B,A,87.0,A
male,group B,high school,standard,completed,73,69,68,B,C,70.0,B
female,group C,bachelor's degree,free/reduced,completed,66,83,83,C,A,77.33333333333333,B
male,group C,associate's degree,standard,completed,51,60,58,D,C,56.333333333333336,D
female,group D,high school,standard,none,51,66,62,D,C,59.666666666666664,D
male,group E,bachelor's degree,standard,completed,85,66,71,A,C,74.0,B
male,group A,associate's degree,standard,completed,97,92,86,A,A,91.66666666666667,A
male,group C,high school,standard,completed,75,69,68,B,C,70.66666666666667,B
male,group D,associate's degree,free/reduced,completed,79,82,80,B,A,80.33333333333333,A
female,group C,associate's degree,standard,none,81,77,79,A,B,79.0,B
female,group D,associate's degree,standard,none,82,95,89,A,A,88.66666666666667,A
female,group D,master's degree,standard,none,64,63,66,C,C,64.33333333333333,C
male,group E,some high school,free/reduced,completed,78,83,80,B,A,80.33333333333333,A
female,group A,some high school,standard,completed,92,100,97,A,A,96.33333333333333,A
male,group C,high school,standard,completed,72,67,64,B,C,67.66666666666667,C
female,group C,high school,free/reduced,none,62,67,64,C,C,64.33333333333333,C
male,group C,master's degree,standard,none,79,72,69,B,B,73.33333333333333,B
male,group C,some high school,free/reduced,none,79,76,65,B,B,73.33333333333333,B
male,group B,bachelor's degree,free/reduced,completed,87,90,88,A,A,88.33333333333333,A
female,group B,associate's degree,standard,none,40,48,50,E,E,46.0,E
male,group D,some college,free/reduced,none,77,62,64,B,C,67.66666666666667,C
male,group E,associate's degree,standard,none,53,45,40,D,E,46.0,E
female,group C,some college,free/reduced,none,32,39,33,F,F,34.666666666666664,F
female,group C,associate's degree,standard,completed,55,72,79,D,B,68.66666666666667,C
male,group C,master's degree,free/reduced,none,61,67,66,C,C,64.66666666666667,C
female,group B,associate's degree,free/reduced,none,53,70,70,D,B,64.33333333333333,C
male,group D,some high school,standard,none,73,66,62,B,C,67.0,C
female,group D,some college,standard,completed,74,75,79,B,B,76.0,B
female,group C,some college,standard,none,63,74,74,C,B,70.33333333333333,B
male,group C,bachelor's degree,standard,completed,96,90,92,A,A,92.66666666666667,A
female,group D,some college,free/reduced,completed,63,80,80,C,A,74.33333333333333,B
male,group B,bachelor's degree,free/reduced,none,48,51,46,E,D,48.333333333333336,E
male,group B,associate's degree,standard,none,48,43,45,E,E,45.333333333333336,E
female,group E,bachelor's degree,free/reduced,completed,92,100,100,A,A,97.33333333333333,A
female,group D,master's degree,free/reduced,completed,61,71,78,C,B,70.0,B
male,group B,high school,free/reduced,none,63,48,47,C,E,52.666666666666664,D
male,group D,bachelor's degree,free/reduced,none,68,68,67,C,C,67.66666666666667,C
male,group B,some college,standard,completed,71,75,70,B,B,72.0,B
male,group A,bachelor's degree,standard,none,91,96,92,A,A,93.0,A
female,group C,some college,standard,none,53,62,56,D,C,57.0,D
female,group C,high school,free/reduced,completed,50,66,64,D,C,60.0,C
female,group E,high school,standard,none,74,81,71,B,A,75.33333333333333,B
male,group A,associate's degree,free/reduced,completed,40,55,53,E,D,49.333333333333336,E
male,group A,some college,standard,completed,61,51,52,C,D,54.666666666666664,D
female,group B,high school,standard,none,81,91,89,A,A,87.0,A
female,group B,some college,free/reduced,completed,48,56,58,E,D,54.0,D
female,group D,master's degree,standard,none,53,61,68,D,C,60.666666666666664,C
female,group D,some high school,standard,none,81,97,96,A,A,91.33333333333333,A
female,group E,some high school,standard,none,77,79,80,B,B,78.66666666666667,B
female,group D,bachelor's degree,free/reduced,none,63,73,78,C,B,71.33333333333333,B
female,group D,associate's degree,standard,completed,73,75,80,B,B,76.0,B
female,group D,some college,standard,none,69,77,77,C,B,74.33333333333333,B
female,group C,associate's degree,standard,none,65,76,76,C,B,72.33333333333333,B
female,group A,high school,standard,none,55,73,73,D,B,67.0,C
female,group C,bachelor's degree,free/reduced,none,44,63,62,E,C,56.333333333333336,D
female,group C,some college,standard,none,54,64,65,D,C,61.0,C
female,group A,some high school,standard,none,48,66,65,E,C,59.666666666666664,D
male,group C,some college,free/reduced,none,58,57,54,D,D,56.333333333333336,D
male,group A,some high school,standard,none,71,62,50,B,C,61.0,C
male,group E,bachelor's degree,standard,none,68,68,64,C,C,66.66666666666667,C
female,group E,high school,standard,none,74,76,73,B,B,74.33333333333333,B
female,group C,bachelor's degree,standard,completed,92,100,99,A,A,97.0,A
female,group C,bachelor's degree,standard,completed,56,79,72,D,B,69.0,C
male,group B,high school,free/reduced,none,30,24,15,F,F,23.0,F
male,group A,some high school,standard,none,53,54,48,D,D,51.666666666666664,D
female,group D,high school,standard,none,69,77,73,C,B,73.0,B
female,group D,some high school,standard,none,65,82,81,C,A,76.0,B
female,group D,master's degree,standard,none,54,60,63,D,C,59.0,D
female,group C,high school,standard,none,29,29,30,F,F,29.333333333333332,F
female,group E,some college,standard,none,76,78,80,B,B,78.0,B
male,group D,high school,free/reduced,none,60,57,51,C,D,56.0,D
male,group D,master's degree,free/reduced,completed,84,89,90,A,A,87.66666666666667,A
male,group C,some high school,standard,none,75,72,62,B,B,69.66666666666667,C
female,group C,associate's degree,standard,none,85,84,82,A,A,83.66666666666667,A
female,group C,master's degree,free/reduced,none,40,58,54,E,D,50.666666666666664,D
female,group E,some college,standard,none,61,64,62,C,C,62.333333333333336,C
female,group B,associate's degree,standard,none,58,63,65,D,C,62.0,C
male,group D,some college,free/reduced,completed,69,60,63,C,C,64.0,C
female,group C,some college,standard,none,58,59,66,D,D,61.0,C
male,group C,bachelor's degree,standard,completed,94,90,91,A,A,91.66666666666667,A
female,group C,associate's degree,standard,none,65,77,74,C,B,72.0,B
female,group A,associate's degree,standard,none,82,93,93,A,A,89.33333333333333,A
female,group C,high school,standard,none,60,68,72,C,C,66.66666666666667,C
female,group E,bachelor's degree,standard,none,37,45,38,F,E,40.0,E
male,group D,bachelor's degree,standard,none,88,78,83,A,B,83.0,A
male,group D,master's degree,standard,none,95,81,84,A,A,86.66666666666667,A
male,group C,associate's degree,free/reduced,completed,65,73,68,C,B,68.66666666666667,C
female,group C,high school,free/reduced,none,35,61,54,F,C,50.0,D
male,group B,bachelor's degree,free/reduced,none,62,63,56,C,C,60.333333333333336,C
male,group C,high school,free/reduced,completed,58,51,52,D,D,53.666666666666664,D
male,group A,some college,standard,completed,100,96,86,A,A,94.0,A
female,group E,bachelor's degree,free/reduced,none,61,58,62,C,D,60.333333333333336,C
male,group D,some college,standard,completed,100,97,99,A,A,98.66666666666667,A
male,group B,associate's degree,free/reduced,completed,69,70,63,C,B,67.33333333333333,C
male,group D,associate's degree,standard,none,61,48,46,C,E,51.666666666666664,D
male,group D,some college,free/reduced,none,49,57,46,E,D,50.666666666666664,D
female,group C,some high school,standard,completed,44,51,55,E,D,50.0,D
male,group D,some college,standard,none,67,64,70,C,C,67.0,C
male,group B,high school,standard,none,79,60,65,B,C,68.0,C
female,group B,bachelor's degree,standard,completed,66,74,81,C,B,73.66666666666667,B
female,group C,high school,standard,none,75,88,85,B,A,82.66666666666667,A
male,group D,some high school,standard,none,84,84,80,A,A,82.66666666666667,A
male,group A,high school,standard,none,71,74,64,B,B,69.66666666666667,C
female,group B,high school,free/reduced,completed,67,80,81,C,A,76.0,B
female,group D,some high school,standard,completed,80,92,88,A,A,86.66666666666667,A
male,group E,some college,standard,none,86,76,74,A,B,78.66666666666667,B
female,group D,associate's degree,standard,none,76,74,73,B,B,74.33333333333333,B
male,group D,high school,standard,none,41,52,51,E,D,48.0,E
female,group D,associate's degree,free/reduced,completed,74,88,90,B,A,84.0,A
female,group B,some high school,free/reduced,none,72,81,79,B,A,77.33333333333333,B
female,group E,high school,standard,completed,74,79,80,B,B,77.66666666666667,B
male,group B,high school,standard,none,70,65,60,B,C,65.0,C
female,group B,bachelor's degree,standard,completed,65,81,81,C,A,75.66666666666667,B
female,group D,associate's degree,standard,none,59,70,65,D,B,64.66666666666667,C
female,group E,high school,free/reduced,none,64,62,68,C,C,64.66666666666667,C
female,group B,high school,standard,none,50,53,55,D,D,52.666666666666664,D
female,group D,some college,standard,completed,69,79,81,C,B,76.33333333333333,B
male,group C,some high school,free/reduced,completed,51,56,53,D,D,53.333333333333336,D
female,group A,high school,standard,completed,68,80,76,C,A,74.66666666666667,B
female,group D,some college,standard,completed,85,86,98,A,A,89.66666666666667,A
female,group A,associate's degree,standard,completed,65,70,74,C,B,69.66666666666667,C
female,group B,some high school,standard,none,73,79,79,B,B,77.0,B
female,group B,some college,standard,none,62,67,67,C,C,65.33333333333333,C
male,group C,associate's degree,free/reduced,none,77,67,64,B,C,69.33333333333333,C
male,group D,some high school,standard,none,69,66,61,C,C,65.33333333333333,C
female,group D,associate's degree,free/reduced,none,43,60,58,E,C,53.666666666666664,D
male,group D,associate's degree,standard,none,90,87,85,A,A,87.33333333333333,A
male,group C,some college,free/reduced,none,74,77,73,B,B,74.66666666666667,B
male,group C,some high school,standard,none,73,66,63,B,C,67.33333333333333,C
female,group D,some college,free/reduced,none,55,71,69,D,B,65.0,C
female,group C,high school,standard,none,65,69,67,C,C,67.0,C
male,group D,associate's degree,standard,none,80,63,63,A,C,68.66666666666667,C
female,group C,some high school,free/reduced,completed,50,60,60,D,C,56.666666666666664,D
female,group C,some college,free/reduced,completed,63,73,71,C,B,69.0,C
female,group B,bachelor's degree,free/reduced,none,77,85,87,B,A,83.0,A
male,group C,some college,standard,none,73,74,61,B,B,69.33333333333333,C
male,group D,associate's degree,standard,completed,81,72,77,A,B,76.66666666666667,B
female,group C,high school,free/reduced,none,66,76,68,C,B,70.0,B
male,group D,associate's degree,free/reduced,none,52,57,50,D,D,53.0,D
female,group C,some college,standard,none,69,78,76,C,B,74.33333333333333,B
female,group C,associate's degree,standard,completed,65,84,84,C,A,77.66666666666667,B
female,group D,high school,standard,completed,69,77,78,C,B,74.66666666666667,B
female,group B,some college,standard,completed,50,64,66,D,C,60.0,C
female,group E,some college,standard,completed,73,78,76,B,B,75.66666666666667,B
female,group C,some high school,standard,completed,70,82,76,B,A,76.0,B
male,group D,associate's degree,free/reduced,none,81,75,78,A,B,78.0,B
male,group D,some college,free/reduced,none,63,61,60,C,C,61.333333333333336,C
female,group D,high school,standard,none,67,72,74,C,B,71.0,B
male,group B,high school,standard,none,60,68,60,C,C,62.666666666666664,C
male,group B,high school,standard,none,62,55,54,C,D,57.0,D
female,group C,some high school,free/reduced,completed,29,40,44,F,E,37.666666666666664,F
male,group B,some college,standard,completed,62,66,68,C,C,65.33333333333333,C
female,group E,master's degree,standard,completed,94,99,100,A,A,97.66666666666667,A
male,group E,some college,standard,completed,85,75,68,A,B,76.0,B
male,group D,associate's degree,free/reduced,none,77,78,73,B,B,76.0,B
male,group A,high school,free/reduced,none,53,58,44,D,D,51.666666666666664,D
male,group E,some college,free/reduced,none,93,90,83,A,A,88.66666666666667,A
female,group C,associate's degree,standard,none,49,53,53,E,D,51.666666666666664,D
female,group E,associate's degree,free/reduced,none,73,76,78,B,B,75.66666666666667,B
female,group C,bachelor's degree,free/reduced,completed,66,74,81,C,B,73.66666666666667,B
female,group D,associate's degree,standard,none,77,77,73,B,B,75.66666666666667,B
female,group C,some high school,standard,none,49,63,56,E,C,56.0,D
female,group D,some college,free/reduced,none,79,89,86,B,A,84.66666666666667,A
female,group C,associate's degree,standard,completed,75,82,90,B,A,82.33333333333333,A
female,group A,bachelor's degree,standard,none,59,72,70,D,B,67.0,C
female,group D,associate's degree,standard,completed,57,78,79,D,B,71.33333333333333,B
male,group C,high school,free/reduced,none,66,66,59,C,C,63.666666666666664,C
female,group E,bachelor's degree,standard,completed,79,81,82,B,A,80.66666666666667,A
female,group B,some high school,standard,none,57,67,72,D,C,65.33333333333333,C
male,group A,bachelor's degree,standard,completed,87,84,87,A,A,86.0,A
female,group D,some college,standard,none,63,64,67,C,C,64.66666666666667,C
female,group B,some high school,free/reduced,completed,59,63,64,D,C,62.0,C
male,group A,bachelor's degree,free/reduced,none,62,72,65,C,B,66.33333333333333,C
male,group D,high school,standard,none,46,34,36,E,F,38.666666666666664,F
male,group C,some college,standard,none,66,59,52,C,D,59.0,D
male,group D,high school,standard,none,89,87,79,A,A,85.0,A
female,group D,associate's degree,free/reduced,completed,42,61,58,E,C,53.666666666666664,D
male,group C,some college,standard,completed,93,84,90,A,A,89.0,A
female,group E,some high school,standard,completed,80,85,85,A,A,83.33333333333333,A
female,group D,some college,standard,none,98,100,99,A,A,99.0,A
male,group D,master's degree,standard,none,81,81,84,A,A,82.0,A
female,group B,some high school,standard,completed,60,70,74,C,B,68.0,C
female,group B,associate's degree,free/reduced,completed,76,94,87,B,A,85.66666666666667,A
male,group C,associate's degree,standard,completed,73,78,72,B,B,74.33333333333333,B
female,group C,associate's degree,standard,completed,96,96,99,A,A,97.0,A
female,group C,high school,standard,none,76,76,74,B,B,75.33333333333333,B
male,group E,associate's degree,free/reduced,completed,91,73,80,A,B,81.33333333333333,A
female,group C,some college,free/reduced,none,62,72,70,C,B,68.0,C
male,group D,some high school,free/reduced,completed,55,59,59,D,D,57.666666666666664,D
female,group B,some high school,free/reduced,completed,74,90,88,B,A,84.0,A
male,group C,high school,standard,none,50,48,42,D,E,46.666666666666664,E
male,group B,some college,standard,none,47,43,41,E,E,43.666666666666664,E
male,group E,some college,standard,completed,81,74,71,A,B,75.33333333333333,B
female,group E,associate's degree,standard,completed,65,75,77,C,B,72.33333333333333,B
male,group E,some high school,standard,completed,68,51,57,C,D,58.666666666666664,D
female,group D,high school,free/reduced,none,73,92,84,B,A,83.0,A
male,group C,some college,standard,none,53,39,37,D,F,43.0,E
female,group B,associate's degree,free/reduced,completed,68,77,80,C,B,75.0,B
male,group A,some high school,free/reduced,none,55,46,43,D,E,48.0,E
female,group C,some college,standard,completed,87,89,94,A,A,90.0,A
male,group D,some high school,standard,none,55,47,44,D,E,48.666666666666664,E
female,group E,some college,free/reduced,none,53,58,57,D,D,56.0,D
male,group C,master's degree,standard,none,67,57,59,C,D,61.0,C
male,group C,associate's degree,standard,none,92,79,84,A,B,85.0,A
female,group B,some college,free/reduced,completed,53,66,73,D,C,64.0,C
male,group D,associate's degree,standard,none,81,71,73,A,B,75.0,B
male,group C,high school,free/reduced,none,61,60,55,C,C,58.666666666666664,D
male,group D,bachelor's degree,standard,none,80,73,72,A,B,75.0,B
female,group A,associate's degree,free/reduced,none,37,57,56,F,D,50.0,D
female,group C,high school,standard,none,81,84,82,A,A,82.33333333333333,A
female,group C,associate's degree,standard,completed,59,73,72,D,B,68.0,C
male,group B,some college,free/reduced,none,55,55,47,D,D,52.333333333333336,D
male,group D,associate's degree,standard,none,72,79,74,B,B,75.0,B
male,group D,high school,standard,none,69,75,71,C,B,71.66666666666667,B
male,group C,some college,standard,none,69,64,68,C,C,67.0,C
female,group C,bachelor's degree,free/reduced,none,50,60,59,D,C,56.333333333333336,D
male,group B,some college,standard,completed,87,84,86,A,A,85.66666666666667,A
male,group D,some high school,standard,completed,71,69,68,B,C,69.33333333333333,C
male,group E,some college,standard,none,68,72,65,C,B,68.33333333333333,C
male,group C,master's degree,free/reduced,completed,79,77,75,B,B,77.0,B
female,group C,some high school,standard,completed,77,90,85,B,A,84.0,A
male,group C,associate's degree,free/reduced,none,58,55,53,D,D,55.333333333333336,D
female,group E,associate's degree,standard,none,84,95,92,A,A,90.33333333333333,A
male,group D,some college,standard,none,55,58,52,D,D,55.0,D
male,group E,bachelor's degree,free/reduced,completed,70,68,72,B,C,70.0,B
female,group D,some college,free/reduced,completed,52,59,65,D,D,58.666666666666664,D
male,group B,some college,standard,completed,69,77,77,C,B,74.33333333333333,B
female,group C,high school,free/reduced,none,53,72,64,D,B,63.0,C
female,group D,some high school,standard,none,48,58,54,E,D,53.333333333333336,D
male,group D,some high school,standard,completed,78,81,86,B,A,81.66666666666667,A
female,group B,high school,standard,none,62,62,63,C,C,62.333333333333336,C
male,group D,some college,standard,none,60,63,59,C,C,60.666666666666664,C
female,group B,high school,standard,none,74,72,72,B,B,72.66666666666667,B
female,group C,high school,standard,completed,58,75,77,D,B,70.0,B
male,group B,high school,standard,completed,76,62,60,B,C,66.0,C
female,group D,some high school,standard,none,68,71,75,C,B,71.33333333333333,B
male,group A,some college,free/reduced,none,58,60,57,D,C,58.333333333333336,D
male,group B,high school,standard,none,52,48,49,D,E,49.666666666666664,E
male,group D,bachelor's degree,standard,none,75,73,74,B,B,74.0,B
female,group B,some high school,free/reduced,completed,52,67,72,D,C,63.666666666666664,C
female,group C,bachelor's degree,free/reduced,none,62,78,79,C,B,73.0,B
male,group B,some college,standard,none,66,65,60,C,C,63.666666666666664,C
female,group B,some high school,free/reduced,none,49,58,55,E,D,54.0,D
female,group B,high school,standard,none,66,72,70,C,B,69.33333333333333,C
female,group C,some college,free/reduced,none,35,44,43,F,E,40.666666666666664,E
female,group A,some college,standard,completed,72,79,82,B,B,77.66666666666667,B
male,group E,associate's degree,standard,completed,94,85,82,A,A,87.0,A
female,group D,associate's degree,free/reduced,none,46,56,57,E,D,53.0,D
female,group B,master's degree,standard,none,77,90,84,B,A,83.66666666666667,A
female,group B,high school,free/reduced,completed,76,85,82,B,A,81.0,A
female,group C,associate's degree,standard,completed,52,59,62,D,D,57.666666666666664,D
male,group C,bachelor's degree,standard,completed,91,81,79,A,A,83.66666666666667,A
female,group B,some high school,standard,completed,32,51,44,F,D,42.333333333333336,E
female,group E,some high school,free/reduced,none,72,79,77,B,B,76.0,B
female,group B,some college,standard,none,19,38,32,F,F,29.666666666666668,F
male,group C,associate's degree,free/reduced,none,68,65,61,C,C,64.66666666666667,C
female,group C,master's degree,free/reduced,none,52,65,61,D,C,59.333333333333336,D
female,group B,high school,standard,none,48,62,60,E,C,56.666666666666664,D
female,group D,some college,free/reduced,none,60,66,70,C,C,65.33333333333333,C
male,group D,high school,free/reduced,none,66,74,69,C,B,69.66666666666667,C
male,group E,some high school,standard,completed,89,84,77,A,A,83.33333333333333,A
female,group B,high school,standard,none,42,52,51,E,D,48.333333333333336,E
female,group E,associate's degree,free/reduced,completed,57,68,73,D,C,66.0,C
male,group D,high school,standard,none,70,70,70,B,B,70.0,B
female,group E,associate's degree,free/reduced,none,70,84,81,B,A,78.33333333333333,B
male,group E,some college,standard,none,69,60,54,C,C,61.0,C
female,group C,associate's degree,standard,none,52,55,57,D,D,54.666666666666664,D
male,group C,some high school,standard,completed,67,73,68,C,B,69.33333333333333,C
male,group C,some high school,standard,completed,76,80,73,B,A,76.33333333333333,B
female,group E,associate's degree,standard,none,87,94,95,A,A,92.0,A
female,group B,some college,standard,none,82,85,87,A,A,84.66666666666667,A
